Company,Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
Adani Enterprises Ltd,11-Aug-15,92,95.9,90.55,92.6,93.12750098,2553000,13664,237754510,197050,7.72,5.35,0.6
Adani Enterprises Ltd,10-Aug-15,91.5,95.65,90.45,91.3,93.52603412,1699078,9271,158908027,199862,11.76,5.2,-0.2
Adani Enterprises Ltd,07-Aug-15,94.2,94.4,89.75,90.35,91.62963381,1292132,7163,118397582,257389,19.92,4.65,-3.85
Adani Enterprises Ltd,06-Aug-15,98,98,93.65,95.25,95.53320088,1596087,8707,152479300,161193,10.1,4.35,-2.75
Adani Enterprises Ltd,05-Aug-15,96.2,103,95.5,98.75,100.0889873,4038308,25438,404190158,471626,11.68,7.5,2.55
Adani Enterprises Ltd,04-Aug-15,85.4,95.8,84.45,94.4,90.83347542,2469125,16056,224279205,273629,11.08,11.35,9
Adani Enterprises Ltd,03-Aug-15,87.65,87.65,84.15,84.8,85.46973998,844018,4725,72137999,95042,11.26,3.5,-2.85
Adani Enterprises Ltd,31-Jul-15,88.65,88.95,86.35,87.05,87.66243579,1129160,6292,98984916,106654,9.45,2.6,-1.6
Adani Enterprises Ltd,30-Jul-15,82.3,90.4,81.25,88.4,86.43148665,2406385,14377,207987433,235027,9.77,9.15,6.1
Adani Enterprises Ltd,29-Jul-15,80.95,81.9,80.15,81.55,81.12960192,606866,3663,49234797,75336,12.41,1.75,0.6
Adani Enterprises Ltd,28-Jul-15,82.1,82.1,79.85,80.45,80.72487633,598171,3638,48287280,61219,10.23,2.25,-1.65
Adani Enterprises Ltd,27-Jul-15,85.8,85.8,80.75,81.1,82.10532967,705072,4679,57890169,154729,21.95,5.05,-4.7
Adani Enterprises Ltd,24-Jul-15,85.2,87.3,84.3,85.35,85.96137682,759751,4470,65309242,83494,10.99,3,0.15
Adani Enterprises Ltd,23-Jul-15,85.5,85.55,83.4,84.6,84.44390099,465748,2919,39329578,50278,10.8,2.15,-0.9
Adani Enterprises Ltd,22-Jul-15,84.6,85.5,83.8,84.85,84.53466055,293547,2556,24814896,82515,28.11,1.7,0.25
Adani Enterprises Ltd,21-Jul-15,88.45,88.45,84.3,84.75,85.73332759,650461,4300,55766186,151089,23.23,4.15,-3.7
Adani Enterprises Ltd,20-Jul-15,88.6,89.95,87.45,87.95,88.0253583,441670,2623,38878160,54163,12.26,2.5,-0.65
Adani Enterprises Ltd,17-Jul-15,89.5,89.7,88.25,88.55,89.08297638,451044,2598,40180342,87050,19.3,1.45,-0.95
Adani Enterprises Ltd,16-Jul-15,89.7,90.7,87.8,88.9,89.15978053,886153,4151,79009207,203081,22.92,2.9,-0.8
Adani Enterprises Ltd,15-Jul-15,89.65,90,88.65,89.1,89.37250044,586853,3388,52448520,86098,14.67,1.35,-0.55
Adani Enterprises Ltd,14-Jul-15,90.3,92.2,88.75,89.3,90.41559454,729627,3855,65969659,118513,16.24,3.45,-1
Adani Enterprises Ltd,13-Jul-15,90.4,91.3,89.05,90.75,90.04400249,676939,3430,60954297,98268,14.52,2.25,0.35
Adani Enterprises Ltd,10-Jul-15,89.85,90.4,88.4,89.55,89.33691539,950850,5901,84946006,225169,23.68,2,-0.3
Adani Enterprises Ltd,09-Jul-15,90,90.9,88.25,88.8,89.44856426,910855,4824,81474672,207682,22.8,2.65,-1.2
Adani Enterprises Ltd,08-Jul-15,91.5,92,89.1,89.55,90.16126893,817225,4668,73682043,118939,14.55,2.9,-1.95
Adani Enterprises Ltd,07-Jul-15,91.65,92.35,90.2,91.7,91.37843696,811110,5131,74117964,60516,7.46,2.15,0.05
Adani Enterprises Ltd,06-Jul-15,90.45,91.65,89.35,90.95,90.5993286,740542,4032,67092608,66143,8.93,2.3,0.5
Adani Enterprises Ltd,03-Jul-15,91.35,93.4,90.5,91.05,91.76937691,985851,5196,90470932,116666,11.83,2.9,-0.3
Adani Enterprises Ltd,02-Jul-15,92.5,93,90.6,91.35,91.98853443,1107141,6005,101844278,74837,6.76,2.4,-1.15
Adani Enterprises Ltd,01-Jul-15,91.25,93.5,91.2,91.8,92.04246718,803703,5702,73974807,71245,8.86,2.3,0.55
Adani Enterprises Ltd,30-Jun-15,90.75,94,89.75,91,91.52861645,845982,5402,77431562,111857,13.22,4.25,0.25
Adani Enterprises Ltd,29-Jun-15,93,93,90.25,91.25,91.63969278,999028,5619,91550619,304471,30.48,2.75,-1.75
Adani Enterprises Ltd,26-Jun-15,94.5,97.25,93.75,94.5,95.3533937,836093,5991,79724305,85403,10.21,3.5,0
Adani Enterprises Ltd,25-Jun-15,95,95.25,92.25,94.5,94.03665823,1027682,8288,96639781,166765,16.23,3,-0.5
Adani Enterprises Ltd,24-Jun-15,100.5,101,96.5,97,98.7831653,533826,3755,52733022,116124,21.75,4.5,-3.5
Adani Enterprises Ltd,23-Jun-15,98,101.5,97,100.25,99.47209762,990704,6887,98547405,142243,14.36,4.5,2.25
Adani Enterprises Ltd,22-Jun-15,98,99.5,96.5,97.75,98.1136321,713698,4918,70023503,119422,16.73,3,-0.25
Adani Enterprises Ltd,19-Jun-15,99.5,100.75,96.25,97,98.38974735,574739,4285,56548425,129505,22.53,4.5,-2.5
Adani Enterprises Ltd,18-Jun-15,100,101,98,99.5,99.34441158,774942,5573,76986157,96684,12.48,3,-0.5
Adani Enterprises Ltd,17-Jun-15,98,101.5,96.25,99.25,99.13119282,1272745,10095,126168730,157035,12.34,5.25,1.25
Adani Enterprises Ltd,16-Jun-15,101.25,101.25,94,97,97.05832472,1379998,9768,133940294,179381,13,7.25,-4.25
Adani Enterprises Ltd,15-Jun-15,94,103.75,92,100.5,100.0164265,3180161,21266,318068339,247241,7.77,11.75,6.5
Adani Enterprises Ltd,12-Jun-15,97,97,93,94,94.67615394,1320893,7481,125057069,179874,13.62,4,-3
Adani Enterprises Ltd,11-Jun-15,101.75,102.25,96.5,97.75,98.75219224,1155553,7913,114113392,202293,17.51,5.75,-4
Adani Enterprises Ltd,10-Jun-15,100.5,103.25,100,100.5,101.5508812,982956,7418,99820048,162871,16.57,3.25,0
Adani Enterprises Ltd,09-Jun-15,100.75,104,98,100.5,101.0949358,2016553,17716,203863296,236414,11.72,6,-0.25
Adani Enterprises Ltd,08-Jun-15,116,117.25,98.5,99.75,103.6349678,2534483,27233,262661064,525949,20.75,18.75,-16.25
Adani Enterprises Ltd,05-Jun-15,117,121,112.25,115.25,116.6083478,1893749,18038,220826942,238134,12.57,8.75,-1.75
Adani Enterprises Ltd,04-Jun-15,112.75,119.25,109.25,116.5,115.0316303,3081921,34029,354518397,368012,11.94,10,3.75
Adani Enterprises Ltd,03-Jun-15,574.25,574.25,107,109.75,122.6519384,7576783,92588,929307122,1748426,23.08,467.25,-464.5
Adani Enterprises Ltd,02-Jun-15,639.4,653.75,622,638.05,638.7337379,1931300,43933,1233586468,293792,15.21,31.75,-1.35
Adani Enterprises Ltd,01-Jun-15,707.7,721.6,616.05,632.7,658.2840968,1323799,33862,871435829,298890,22.58,105.55,-75
Adani Enterprises Ltd,29-May-15,733,735,679.2,706.2,698.9095233,1082875,24260,756831650,246892,22.8,55.8,-26.8
Adani Enterprises Ltd,28-May-15,789.9,790,717.25,732,734.1972786,587134,17719,431072185,97232,16.56,72.75,-57.9
Adani Enterprises Ltd,27-May-15,784.75,793.9,781,790.45,788.3807463,114814,3200,90517147,10154,8.84,12.9,5.7
Adani Enterprises Ltd,26-May-15,787.6,803.9,787,792.85,796.5507352,199270,5449,158728665,24356,12.22,16.9,5.25
Adani Enterprises Ltd,25-May-15,791.25,798,782.05,786.4,788.8209746,169233,4967,133494540,12383,7.32,15.95,-4.85
Adani Enterprises Ltd,22-May-15,782,799,779.8,794.9,791.6677721,254506,7038,201484198,33324,13.09,19.2,12.9
Adani Enterprises Ltd,21-May-15,776.2,784.7,771.25,779.3,777.5542104,162801,4511,126586603,11061,6.79,13.45,3.1
Adani Enterprises Ltd,20-May-15,770.1,785,770.1,778.5,779.373132,258501,6570,201468734,30295,11.72,14.9,8.4
Adani Enterprises Ltd,19-May-15,771,782.25,764,769.95,773.055067,275973,7840,213342326,23045,8.35,18.25,-1.05
Adani Enterprises Ltd,18-May-15,735,779.2,733,773.85,759.5359236,423760,10142,321860943,61904,14.61,46.2,38.85
Adani Enterprises Ltd,15-May-15,732,745,728.8,738.15,737.8130124,298838,8148,220486565,22793,7.63,16.2,6.15
Adani Enterprises Ltd,14-May-15,715.3,739.55,706,735.75,726.6889834,523435,14607,380374448,33412,6.38,33.55,20.45
Adani Enterprises Ltd,13-May-15,675.5,728,675.5,720.55,710.8411,812832,21110,577794393,76284,9.38,52.5,45.05
Adani Enterprises Ltd,12-May-15,707.15,708,670,673.6,684.1437213,180850,4394,123727392,30366,16.79,38,-33.55
Adani Enterprises Ltd,11-May-15,694.7,709.45,690,706.25,703.2922578,121386,3382,85369834,14231,11.72,19.45,11.55
Adani Enterprises Ltd,08-May-15,658.55,687.85,655.75,683.2,678.4856835,151329,8457,102674560,17202,11.37,32.1,24.65
Adani Enterprises Ltd,07-May-15,674.05,674.05,633.75,649.25,655.9648223,151630,8290,99463946,13608,8.97,40.3,-24.8
Adani Enterprises Ltd,06-May-15,705,710.05,672.6,677.5,686.549104,154020,8257,105742293,25723,16.7,37.45,-27.5
Adani Enterprises Ltd,05-May-15,710,724.95,702.5,715.35,714.8520532,226960,10903,162242822,38789,17.09,22.45,5.35
Adani Enterprises Ltd,04-May-15,679.6,711.9,671.25,706.15,694.7991116,240666,13364,167214523,29028,12.06,40.65,26.55
Adani Enterprises Ltd,30-Apr-15,677,688.4,671.25,674.2,680.0250464,169565,8518,115308447,21640,12.76,17.15,-2.8
Adani Enterprises Ltd,29-Apr-15,658.1,680.7,654.7,676,669.365474,143463,7228,96029179,19509,13.6,26,17.9
Adani Enterprises Ltd,28-Apr-15,647.7,655.75,641,652.9,648.3126411,96558,5103,62599772,10793,11.18,14.75,5.2
Adani Enterprises Ltd,27-Apr-15,659.4,666.65,638.3,652.55,654.6616297,131959,6646,86388494,17423,13.2,28.35,-6.85
Adani Enterprises Ltd,24-Apr-15,665.5,671,653.6,659.4,660.9915395,97276,5440,64298613,15468,15.9,17.4,-6.1
Adani Enterprises Ltd,23-Apr-15,662.2,677.9,660.9,671.95,671.6663923,166468,9970,111810961,20060,12.05,17,9.75
Adani Enterprises Ltd,22-Apr-15,653.05,664.9,645.55,659.95,656.9224174,158734,8174,104275923,23006,14.49,19.35,6.9
Adani Enterprises Ltd,21-Apr-15,641,661.25,635.55,652.55,650.8074711,188086,10105,122407774,37300,19.83,25.7,11.55
Adani Enterprises Ltd,20-Apr-15,642.45,647.25,632,642.05,639.9179669,179196,7955,114670740,57403,32.03,15.25,-0.4
Adani Enterprises Ltd,17-Apr-15,640.65,649.55,636.1,642.85,639.5725518,752159,8497,481060251,651169,86.57,13.45,2.2
Adani Enterprises Ltd,16-Apr-15,648,655,633,640.65,643.3796776,122899,6317,79070719,11554,9.4,22,-7.35
Adani Enterprises Ltd,15-Apr-15,664.8,669.4,641.3,646.5,658.0720941,116986,6111,76985222,19911,17.02,28.1,-18.3
Adani Enterprises Ltd,13-Apr-15,637,663.5,635,661.9,654.6089127,174268,8366,114077386,26478,15.19,28.5,24.9
Adani Enterprises Ltd,10-Apr-15,630,642.4,625.75,637.4,635.9705676,99720,5476,63418985,9744,9.77,16.65,7.4
Adani Enterprises Ltd,09-Apr-15,649,649,633.3,639.5,640.3350712,76148,4263,48760235,13254,17.41,15.7,-9.5
Adani Enterprises Ltd,08-Apr-15,641.1,649.8,634.4,644.75,643.1351688,158905,8278,102197394,42747,26.9,15.4,3.65
Adani Enterprises Ltd,07-Apr-15,636.1,643.3,625.8,640.3,634.5043122,172764,9368,109619503,21509,12.45,17.5,4.2
Adani Enterprises Ltd,06-Apr-15,615,633.7,613.9,628.1,623.2305158,118673,5315,73960635,25000,21.07,19.8,13.1
Adani Enterprises Ltd,01-Apr-15,610.8,617.9,604,613,609.5688945,134060,6116,81718806,8832,6.59,13.9,2.2
Adani Enterprises Ltd,31-Mar-15,623.8,633,611,615.4,623.7793813,162765,7549,101529451,23340,14.34,22,-8.4
Adani Enterprises Ltd,30-Mar-15,620,625,602.05,618.65,612.4124702,126814,5855,77662475,26227,20.68,22.95,-1.35
Adani Enterprises Ltd,27-Mar-15,601.1,601.2,584,594.55,592.316532,176216,7788,104375650,24271,13.77,17.2,-6.55
Adani Enterprises Ltd,26-Mar-15,605.5,614.25,596.35,601.05,606.1070284,146662,6410,88892869,16289,11.11,17.9,-4.45
Adani Enterprises Ltd,25-Mar-15,594,612.35,593.25,608.05,605.8666319,178521,8428,108159917,21264,11.91,19.1,14.05
Adani Enterprises Ltd,24-Mar-15,595,597.75,581.25,590.75,590.98835,206696,9041,122154928,25518,12.35,16.5,-4.25
Adani Enterprises Ltd,23-Mar-15,610,617.75,594.5,597.4,605.5444594,170650,7655,103336162,23675,13.87,23.25,-12.6
Adani Enterprises Ltd,20-Mar-15,617.9,621,604.6,609.35,611.3948085,204603,8082,125093212,26624,13.01,16.4,-8.55
Adani Enterprises Ltd,19-Mar-15,649.9,650.5,612.8,618.3,632.4764185,185209,7167,117140325,39260,21.2,37.7,-31.6
Adani Enterprises Ltd,18-Mar-15,646.6,650.6,639.3,645.3,644.9886665,88499,4383,57080852,13887,15.69,11.3,-1.3
Adani Enterprises Ltd,17-Mar-15,644.7,649.4,635,644.65,642.7645289,151233,5896,97207208,15838,10.47,14.4,-0.05
Adani Enterprises Ltd,16-Mar-15,636,644.3,621.9,640.1,635.4287736,250813,10879,159373797,30636,12.21,22.4,4.1
Adani Enterprises Ltd,13-Mar-15,661.4,665,628.8,634.2,647.0273496,239638,9499,155052340,42040,17.54,36.2,-27.2
Adani Enterprises Ltd,12-Mar-15,654,660,650.25,655.3,655.2671277,125382,5229,82158703,23754,18.95,9.75,1.3
Adani Enterprises Ltd,11-Mar-15,650.1,661,639.05,649.8,649.9825061,254660,11675,165524545,25964,10.2,21.95,-0.3
Adani Enterprises Ltd,10-Mar-15,669.7,679.8,641.2,649.55,658.7938456,220330,9483,145152048,33379,15.15,38.6,-20.15
Adani Enterprises Ltd,09-Mar-15,697.7,697.7,664,666.85,677.8638522,188883,7784,128036958,49189,26.04,33.7,-30.85
Adani Enterprises Ltd,05-Mar-15,705.1,706.65,691.35,699.7,699.1571519,177058,8379,123791367,18475,10.43,15.3,-5.4
Adani Enterprises Ltd,04-Mar-15,725,729,700,704.1,714.6090308,248173,9508,177346667,34369,13.85,29,-20.9
Adani Enterprises Ltd,03-Mar-15,713,727.8,709.25,720,721.2633243,243916,11792,175927665,29762,12.2,18.55,7
Adani Enterprises Ltd,02-Mar-15,700.7,716.5,691,710.4,703.5998663,290153,11383,204151612,38083,13.13,25.5,9.7
Adani Enterprises Ltd,28-Feb-15,715,719.6,687.6,696.6,704.3083085,293002,13174,206363743,32452,11.08,32,-18.4
Adani Enterprises Ltd,27-Feb-15,693.4,713,687.5,710.3,702.6608525,260167,11768,182809166,26371,10.14,25.5,16.9
Adani Enterprises Ltd,26-Feb-15,698,703.75,682.25,688.8,692.8821501,277234,11596,192090490,27578,9.95,21.5,-9.2
Adani Enterprises Ltd,25-Feb-15,715.85,718.9,695.05,697.45,705.9259229,310960,13097,219514725,56575,18.19,23.85,-18.4
Adani Enterprises Ltd,24-Feb-15,680.9,714.4,680,711.7,702.1891616,524266,22639,368133903,74975,14.3,34.4,30.8
Adani Enterprises Ltd,23-Feb-15,691.4,693,674.3,679.85,684.1472989,187795,7389,128479442,20820,11.09,18.7,-11.55
Adani Enterprises Ltd,20-Feb-15,697,707.4,680.1,687.15,697.404068,338198,13758,235860661,42997,12.71,27.3,-9.85
Adani Enterprises Ltd,19-Feb-15,672.4,701,665.5,692.55,683.1010164,475418,17016,324758519,51108,10.75,35.5,20.15
Adani Enterprises Ltd,18-Feb-15,665.1,674.95,662.15,666,667.7256494,122759,5363,81969333,23971,19.53,12.8,0.9
Adani Enterprises Ltd,16-Feb-15,674.7,685.1,657.95,663.05,670.7997443,230760,10312,154793749,29431,12.75,27.15,-11.65
Adani Enterprises Ltd,13-Feb-15,687.9,689.9,668.1,671.95,678.4732097,272207,11958,184685157,40107,14.73,21.8,-15.95
Adani Enterprises Ltd,12-Feb-15,665,685.9,663.75,682.85,678.742457,518958,19470,352238828,66253,12.77,22.15,17.85
Adani Enterprises Ltd,11-Feb-15,638.7,666.45,637,661.4,655.0969153,592899,25828,388406306,57521,9.7,29.45,22.7
Adani Enterprises Ltd,10-Feb-15,608,638.9,600,634.75,626.7373785,389652,14895,244209473,48932,12.56,38.9,26.75
Adani Enterprises Ltd,09-Feb-15,616.9,634.5,605.65,609.75,622.4425458,280841,11810,174807387,28649,10.2,28.85,-7.15
Adani Enterprises Ltd,06-Feb-15,627.55,643.8,622.75,627.3,633.5486678,338602,13405,214520846,30488,9,21.05,-0.25
Adani Enterprises Ltd,05-Feb-15,650,652.1,620,623.55,636.4375592,386382,15873,245908017,64336,16.65,32.1,-26.45
Adani Enterprises Ltd,04-Feb-15,643,664.65,633.45,648.55,653.91671,651231,26334,425850833,51104,7.85,31.2,5.55
Adani Enterprises Ltd,03-Feb-15,656.6,657,634.9,641.3,644.7818366,358424,13502,231105285,41491,11.58,22.1,-15.3
Adani Enterprises Ltd,02-Feb-15,650,663.5,639.1,654.6,650.4113423,1201362,41317,781379471,197596,16.45,24.4,4.6
Adani Enterprises Ltd,30-Jan-15,592.2,646,565.9,629.5,609.5993953,1952466,68990,1190222093,155212,7.95,80.1,37.3
Adani Enterprises Ltd,29-Jan-15,557.1,595.7,557.1,584,581.4322793,750575,27276,436408533,73708,9.82,38.6,26.9
Adani Enterprises Ltd,28-Jan-15,560,580,551.05,557.1,564.4702809,333271,11573,188121575,43885,13.17,28.95,-2.9
Adani Enterprises Ltd,27-Jan-15,563.5,573,555.15,560.95,563.0176733,354206,11128,199424238,76849,21.7,17.85,-2.55
Adani Enterprises Ltd,23-Jan-15,524,574.5,524,562.7,554.0309481,1214226,42871,672718782,113075,9.31,50.5,38.7
Adani Enterprises Ltd,22-Jan-15,506,524,506,520,515.1260818,288630,10375,148680841,99286,34.4,18,14
Adani Enterprises Ltd,21-Jan-15,506.45,509.5,499.8,506.35,504.0772919,124088,5415,62549943,17095,13.78,9.7,-0.1
Adani Enterprises Ltd,20-Jan-15,502.15,509.9,502.15,506.5,506.2453618,91200,3909,46169577,15912,17.45,7.75,4.35
Adani Enterprises Ltd,19-Jan-15,501.1,511.8,500.5,505.85,506.421786,139291,5292,70539997,20155,14.47,11.3,4.75
Adani Enterprises Ltd,16-Jan-15,501.55,506.4,493.1,500.05,500.8469541,180521,6360,90413393,14489,8.03,13.3,-1.5
Adani Enterprises Ltd,15-Jan-15,496,504.95,485.6,500.5,497.6752092,152258,6090,75775032,17897,11.75,19.35,4.5
Adani Enterprises Ltd,14-Jan-15,495,498.45,487,491.1,492.1734984,130347,5739,64153339,13940,10.69,11.45,-3.9
Adani Enterprises Ltd,13-Jan-15,517,518.4,494.75,496.75,503.5276898,167246,5504,84212992,34323,20.52,23.65,-20.25
Adani Enterprises Ltd,12-Jan-15,511,522.8,510.5,515.5,517.734294,275436,11441,142602663,29026,10.54,12.3,4.5
Adani Enterprises Ltd,09-Jan-15,515,520.7,498.3,506.1,508.829721,191245,8638,97311140,23535,12.31,22.4,-8.9
Adani Enterprises Ltd,08-Jan-15,497.25,514.7,497.25,511.5,507.524541,186708,7423,94758892,52385,28.06,17.45,14.25
Adani Enterprises Ltd,07-Jan-15,498,507.7,482.65,492.2,495.1235903,256080,10690,126791249,22600,8.83,25.05,-5.8
Adani Enterprises Ltd,06-Jan-15,495.55,517.55,485.1,496.35,504.3853931,387132,15240,195263726,29360,7.58,32.45,0.8
Adani Enterprises Ltd,05-Jan-15,494.7,506.45,490.45,500,500.3140304,175241,7102,87675531,33032,18.85,16,5.3
Adani Enterprises Ltd,02-Jan-15,492,496.9,489.6,491.45,492.9853077,140346,5388,69188516,23352,16.64,7.3,-0.55
Adani Enterprises Ltd,01-Jan-15,484.7,492,480.9,489.2,486.2168164,96953,3987,47140179,9248,9.54,11.1,4.5
Adani Enterprises Ltd,31-Dec-14,483,488.45,475.6,485.25,482.9182137,151309,7644,73069872,21864,14.45,12.85,2.25
Adani Enterprises Ltd,30-Dec-14,459,481,458.5,480.15,474.6217471,244741,10746,116159401,39569,16.17,22.5,21.15
Adani Enterprises Ltd,29-Dec-14,457,462.5,451.3,458.65,457.9115278,105050,5719,48103606,25251,24.04,11.2,1.65
Adani Enterprises Ltd,26-Dec-14,445.9,455,438.05,452.8,446.2282426,172562,5128,77002038,42989,24.91,16.95,6.9
Adani Enterprises Ltd,24-Dec-14,444.05,447.3,439.25,442.05,443.3174275,86048,3292,38146578,10869,12.63,8.05,-2
Adani Enterprises Ltd,23-Dec-14,458,458,440.55,443,447.3168184,127783,5196,57159485,25558,20,17.45,-15
Adani Enterprises Ltd,22-Dec-14,454.05,459.1,453,455.7,456.18221,71006,2585,32391674,13809,19.45,6.1,1.65
Adani Enterprises Ltd,19-Dec-14,450,459.7,448.35,452.05,453.4912007,121771,4055,55222077,37078,30.45,11.35,2.05
Adani Enterprises Ltd,18-Dec-14,446,449.7,440.2,447.35,446.02365,94630,4137,42207218,14716,15.55,9.5,1.35
Adani Enterprises Ltd,17-Dec-14,439.7,443.4,426.5,438.9,434.0033426,344342,8694,149445579,146066,42.42,16.9,-0.8
Adani Enterprises Ltd,16-Dec-14,439.5,445,435.6,439.9,440.3465286,118325,5366,52104003,16671,14.09,9.4,0.4
Adani Enterprises Ltd,15-Dec-14,441,446.75,435.1,444.55,442.4745191,100173,3763,44324000,15130,15.1,11.65,3.55
Adani Enterprises Ltd,12-Dec-14,443,448.8,441.05,444.4,443.6574379,272914,4646,121080326,133866,49.05,7.75,1.4
Adani Enterprises Ltd,11-Dec-14,448.4,448.4,432.85,440.95,439.6057217,184352,5071,81042194,33490,18.17,15.55,-7.45
Adani Enterprises Ltd,10-Dec-14,439,448.7,438.25,446.85,445.4304406,191448,3379,85276767,78645,41.08,10.45,7.85
Adani Enterprises Ltd,09-Dec-14,452.7,456.9,441.9,443.5,445.7842341,404443,6405,180294313,220904,54.62,15,-9.2
Adani Enterprises Ltd,08-Dec-14,454.1,459,451,453.05,453.6137628,142006,2490,64415876,77254,54.4,8,-1.05
Adani Enterprises Ltd,05-Dec-14,460,464.95,454.1,455.8,459.542648,97824,3250,44954300,14964,15.3,10.85,-4.2
Adani Enterprises Ltd,04-Dec-14,465,468.7,455.6,459.5,461.2153178,138140,4343,63712284,22923,16.59,13.1,-5.5
Adani Enterprises Ltd,03-Dec-14,455.25,467,455.2,464.75,463.0819692,159682,5701,73945855,50933,31.9,11.8,9.5
Adani Enterprises Ltd,02-Dec-14,451.7,456.5,445.2,454.5,452.1003681,151572,4504,68525757,18120,11.95,11.3,2.8
Adani Enterprises Ltd,01-Dec-14,461.4,462.9,450.65,452.1,454.285409,103886,3120,47193894,21116,20.33,12.25,-9.3
Adani Enterprises Ltd,28-Nov-14,457,468.3,457,459.2,463.1988249,144328,4613,66852560,22192,15.38,11.3,2.2
Adani Enterprises Ltd,27-Nov-14,455.45,459.8,450.95,455.65,455.0646252,168603,4960,76725261,28388,16.84,8.85,0.2
Adani Enterprises Ltd,26-Nov-14,461.8,461.85,452.5,455.25,456.6659527,192359,6549,87843806,40714,21.17,9.35,-6.55
Adani Enterprises Ltd,25-Nov-14,485,485,461.9,463.85,468.0282007,178861,5513,83711992,43809,24.49,23.1,-21.15
Adani Enterprises Ltd,24-Nov-14,487,489,477.2,481.75,483.1300014,146860,3775,70952472,20374,13.87,11.8,-5.25
Adani Enterprises Ltd,21-Nov-14,482.35,485.65,475.6,477.35,479.8491912,119184,4076,57190346,19258,16.16,10.05,-5
Adani Enterprises Ltd,20-Nov-14,485.05,485.05,470.5,478.5,476.6525388,159189,5799,75877841,26205,16.46,14.55,-6.55
Adani Enterprises Ltd,19-Nov-14,499,501,477,481.65,486.9758735,222245,6889,108227953,44863,20.19,24,-17.35
Adani Enterprises Ltd,18-Nov-14,499.7,505,492,496.35,499.6928825,223771,8215,111816776,35255,15.75,13,-3.35
Adani Enterprises Ltd,17-Nov-14,490.45,500.95,490.45,495.7,496.4937463,176775,7091,87767682,28036,15.86,10.5,5.25
Adani Enterprises Ltd,14-Nov-14,482.15,490.5,478.2,488.65,487.2323062,186986,6717,91105620,44920,24.02,12.3,6.5
Adani Enterprises Ltd,13-Nov-14,481.9,487.25,475.2,480.3,480.5766675,191587,7193,92072242,20685,10.8,12.05,-1.6
Adani Enterprises Ltd,12-Nov-14,489,491.5,471.85,480.15,484.4880086,623780,21674,302213930,66003,10.58,19.65,-8.85
Adani Enterprises Ltd,11-Nov-14,470.5,487.25,469.5,485.45,480.4820126,192246,6654,92370745,30936,16.09,17.75,14.95
Adani Enterprises Ltd,10-Nov-14,475.55,479.4,466.35,469.05,471.6459872,135094,5008,63716543,25092,18.57,13.05,-6.5
Adani Enterprises Ltd,07-Nov-14,480,482.5,468.7,475.25,476.543784,141867,4718,67605837,14808,10.44,13.8,-4.75
Adani Enterprises Ltd,05-Nov-14,488.55,494,473.95,479.3,484.2580943,254841,7899,123408817,84289,33.08,20.05,-9.25
Adani Enterprises Ltd,03-Nov-14,482.1,493.75,480,486.5,487.6196397,155960,5482,76049159,18731,12.01,13.75,4.4
Adani Enterprises Ltd,31-Oct-14,474,488,473.95,484,483.2932264,174309,6167,84242359,36170,20.75,14.05,10
Adani Enterprises Ltd,30-Oct-14,468.05,473,462.5,470.6,469.0103195,78492,3421,36813558,17331,22.08,10.5,2.55
Adani Enterprises Ltd,29-Oct-14,465,471,461,467.8,467.0258271,86692,3539,40487403,13961,16.1,10,2.8
Adani Enterprises Ltd,28-Oct-14,466.9,468.8,459.75,464.1,463.4396921,89524,2918,41488975,15303,17.09,9.05,-2.8
Adani Enterprises Ltd,27-Oct-14,477.7,477.7,462.15,464.3,466.0710039,160949,4215,75013662,59996,37.28,15.55,-13.4
Adani Enterprises Ltd,23-Oct-14,476,478,473.05,474.15,474.4994436,24263,929,11512780,6129,25.26,4.95,-1.85
Adani Enterprises Ltd,22-Oct-14,465.55,476.2,465.55,474.5,472.7294492,122051,4331,57697102,18657,15.29,10.65,8.95
Adani Enterprises Ltd,21-Oct-14,452.05,464.3,451.8,462.75,459.2218515,315594,7351,144927661,112421,35.62,12.5,10.7
Adani Enterprises Ltd,20-Oct-14,447.5,454.6,440,450.2,449.0860487,162315,4657,72893402,35170,21.67,14.6,2.7
Adani Enterprises Ltd,17-Oct-14,448.5,448.5,434.2,441,440.2484848,451742,7769,198878731,253426,56.1,14.3,-7.5
Adani Enterprises Ltd,16-Oct-14,453,453,439.45,444.2,445.4485791,283406,6456,126242800,127860,45.12,13.55,-8.8
Adani Enterprises Ltd,14-Oct-14,463,463.55,445.65,452.95,452.6973074,353854,9061,160188753,146876,41.51,17.9,-10.05
Adani Enterprises Ltd,13-Oct-14,459.7,462,454.7,461.05,459.0917336,89858,2526,41253065,19693,21.92,7.3,1.35
Adani Enterprises Ltd,10-Oct-14,462.3,465.45,455,461.2,460.6092573,201744,4385,92925154,89542,44.38,10.45,-1.1
Adani Enterprises Ltd,09-Oct-14,468,471.45,462.1,466.2,466.3416731,122945,2969,57334377,44675,36.34,9.35,-1.8
Adani Enterprises Ltd,08-Oct-14,451.95,466.8,449.1,461.7,461.4324983,334473,6365,154336712,156552,46.81,17.7,9.75
Adani Enterprises Ltd,07-Oct-14,461.5,469.7,450,452.5,457.4736117,176404,6572,80700175,30708,17.41,19.7,-9
